Combo Conversion Expanded — visitors = EnrichedRaw; purchasers = OrdersEnrichedMatched,Min Visitors,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Combo Size,Visitors,Purchasers,Conversion %,GENDER,AGE_RANGE,INCOME_RANGE,NET_WORTH,HOMEOWNER,MARRIED,CHILDREN,SKIPTRACE_CREDIT_RATING,SKIPTRACE_ETHNIC_CODE,DEPARTMENT,SENIORITY_LEVEL,STATE,ECO,FIR1,FIR2,OUT2,RL1500MAX-W,RL2,RL500MID-W,COM2,RL900PRO-B   ,RL900PRO-W,TRA2
138,2,161,9,5.6%,,,"$150,000 to $199,999",,,,,,,,Manager,,2,1,2,0,0,2,0,2,0,0,0
139,5,144,8,5.6%,M,,,"$750,000 to $999,999",,Y,Y,,,Executive,,,0,1,4,1,0,1,0,1,0,0,0
140,3,144,8,5.6%,M,,"$100,000 to $149,999",,,,,U,,,,,2,0,4,0,0,1,0,1,0,0,0
141,5,108,6,5.6%,M,65 and older,,"$750,000 to $999,999",,Y,,,,,Staff,,2,0,2,1,0,0,0,1,0,0,0
142,5,108,6,5.6%,,35-44,,"$750,000 to $999,999",,N,Y,,,,,CA,1,0,1,2,0,1,0,0,0,1,0
143,2,108,6,5.6%,,,,"$1,000,000 or more",,,,,,Operations,,,1,0,2,1,0,1,0,1,0,0,0
144,3,108,6,5.6%,,,,,,Y,,U,,,Cxo,,0,0,3,1,0,1,0,1,0,0,0
145,3,217,12,5.5%,,35-44,,"$750,000 to $999,999",,,,,,,,CA,5,0,3,2,0,1,0,0,0,1,0
146,4,181,10,5.5%,,35-44,"$60,000 to $74,999",,Y,,,,,,Staff,,4,0,4,0,0,2,0,0,0,0,0
147,2,163,9,5.5%,,,"$75,000 to $99,999",,,,,,,Finance,,,1,0,4,0,0,4,0,0,0,0,0
148,4,145,8,5.5%,M,35-44,"$100,000 to $149,999",,,Y,,,,,,,1,2,3,0,0,0,0,2,0,0,0
149,4,127,7,5.5%,,35-44,,"-$2,499 to $2,499",Y,Y,,,,,,,2,0,3,0,0,1,1,0,0,0,0
150,2,109,6,5.5%,U,,,,,,,,,,Cxo,,2,0,0,2,0,1,0,1,0,0,0
151,4,109,6,5.5%,,,,,Y,Y,,U,,Executive,,,0,0,2,0,0,3,0,1,0,0,0
152,3,109,6,5.5%,,,"$75,000 to $99,999",,,,Y,,,Finance,,,0,0,3,0,0,3,0,0,0,0,0
153,4,109,6,5.5%,M,,,,Y,,,,,Executive,Vp,,0,2,1,1,0,2,0,0,0,0,0
154,4,146,8,5.5%,M,,,,Y,,Y,,,,,WI,2,0,4,0,0,1,0,1,0,0,0
155,3,146,8,5.5%,,35-44,,"-$2,499 to $2,499",,Y,,,,,,,2,0,3,0,0,1,1,1,0,0,0
156,4,201,11,5.5%,M,,"$200,000 to $249,000",,Y,Y,,,,,,,1,2,4,0,0,3,0,1,0,0,0
157,4,128,7,5.5%,F,35-44,"$60,000 to $74,999",,,,,,,,Staff,,2,0,3,0,0,2,0,0,0,0,0
158,4,128,7,5.5%,M,,"$100,000 to $149,999",,Y,,,U,,,,,1,0,4,0,0,1,0,1,0,0,0
159,5,165,9,5.5%,M,35-44,,"$750,000 to $999,999",Y,N,,,,,,,3,0,1,2,0,2,0,0,0,1,0
160,4,110,6,5.5%,M,35-44,"$150,000 to $199,999",,,,Y,,,,,,0,2,2,0,0,1,0,1,0,0,0
161,4,312,17,5.4%,M,35-44,,"$750,000 to $999,999",Y,,,,,,,,6,3,3,2,0,2,0,0,0,1,0
162,5,202,11,5.4%,M,,"$100,000 to $149,999",,,Y,Y,,,,Staff,,4,1,3,1,0,1,0,1,0,0,0
163,3,202,11,5.4%,M,,"$200,000 to $249,000",,,Y,,,,,,,1,2,4,0,0,3,0,1,0,0,0
164,4,147,8,5.4%,M,,,,,N,Y,,,,Vp,,1,0,2,1,0,3,0,1,0,0,0
165,4,221,12,5.4%,M,,,,Y,N,,,,Sales,,,3,1,2,1,0,1,0,4,0,0,0
166,3,129,7,5.4%,,55-64,,,,,Y,,,,,GA,2,2,1,0,0,2,0,0,0,0,0
167,4,129,7,5.4%,,35-44,,"-$2,499 to $2,499",,Y,Y,,,,,,1,0,3,0,0,1,1,1,0,0,0
168,3,166,9,5.4%,,,,,Y,N,,,,,,WI,1,1,3,0,0,3,0,0,0,0,1
169,5,148,8,5.4%,,,,"$750,000 to $999,999",Y,,Y,C,,,,CA,2,0,2,1,0,2,0,0,0,1,0
